robot,kd,kp,avg_distance_wall,correct_percentage_distance_wall,time_taken
robot2,0.7749999999999999,1.6749999999999998,1.87,87.56,32.14
robot1,0.7749999999999999,1.9,1.6,94.15,44.97
robot2,0.7749999999999999,1.9,1.94,82.41,35.39
robot1,1.0,0.1,2.78,43.17,44.12
robot2,1.0,0.1,,,
robot1,1.0,0.3249999999999999,2.15,68.82,41.57
robot2,1.0,0.3249999999999999,2.39,43.04,31.0
robot1,1.0,0.5499999999999999,1.83,87.61,42.21
robot2,1.0,0.5499999999999999,2.31,67.57,33.13
robot1,1.0,0.7749999999999999,1.73,90.27,39.51
robot2,1.0,0.7749999999999999,2.2,72.55,30.73
robot1,1.0,1.0,1.67,90.52,39.61
robot2,1.0,1.0,1.88,83.42,30.74
robot1,1.0,1.225,1.63,94.69,42.7
robot2,1.0,1.225,1.84,85.98,33.74
robot1,1.0,1.45,1.63,93.3,40.32
robot2,1.0,1.45,1.73,87.89,31.22
robot1,1.0,1.6749999999999998,1.6,95.64,41.23
robot2,1.0,1.6749999999999998,1.82,89.3,31.8
robot1,1.0,1.9,1.61,94.71,42.3
robot2,1.0,1.9,1.91,87.31,32.67
robot1,1.225,0.1,,,
robot2,1.225,0.1,3.2,25.6,33.39
robot1,1.225,0.3249999999999999,2.36,53.31,43.67
robot2,1.225,0.3249999999999999,2.63,34.56,33.37
robot1,1.225,0.5499999999999999,1.92,81.82,40.15
robot2,1.225,0.5499999999999999,2.47,57.28,32.08
robot1,1.225,0.7749999999999999,1.99,82.8,40.48
robot2,1.225,0.7749999999999999,2.45,58.92,34.24
robot1,1.225,1.0,1.72,89.44,40.29
robot2,1.225,1.0,2.04,77.45,39.08
robot1,1.225,1.225,1.65,93.98,39.68
robot2,1.225,1.225,1.84,84.62,30.69
robot1,1.225,1.45,1.64,93.82,40.16
robot2,1.225,1.45,1.96,86.64,35.23
robot1,1.225,1.6749999999999998,1.62,95.0,40.98
robot2,1.225,1.6749999999999998,1.69,91.75,31.47
robot1,1.225,1.9,1.6,94.54,41.77
robot2,1.225,1.9,2.23,80.07,46.7
robot1,1.45,0.1,,,
robot2,1.45,0.1,3.55,19.27,79.29
robot1,1.45,0.3249999999999999,2.3,52.74,44.51
robot2,1.45,0.3249999999999999,2.73,33.06,33.95
robot1,1.45,0.5499999999999999,2.07,69.88,39.59
robot2,1.45,0.5499999999999999,2.43,45.75,31.45
robot1,1.45,0.7749999999999999,2.04,77.81,40.36
robot2,1.45,0.7749999999999999,2.39,63.05,30.93
robot1,1.45,1.0,1.74,90.38,41.65
robot2,1.45,1.0,2.19,69.23,32.76
robot1,1.45,1.225,1.89,89.08,42.88
robot2,1.45,1.225,2.03,71.43,33.2
robot1,1.45,1.45,1.67,91.48,41.38
robot2,1.45,1.45,2.11,82.47,62.26
robot1,1.45,1.6749999999999998,1.72,93.73,40.37
robot2,1.45,1.6749999999999998,2.28,75.0,31.28
robot1,1.45,1.9,1.62,95.79,43.45
robot2,1.45,1.9,1.76,90.0,38.19
robot1,1.6749999999999998,0.1,,,
robot2,1.6749999999999998,0.1,3.77,13.9,37.2
robot1,1.6749999999999998,0.3249999999999999,2.47,46.9,45.42
robot2,1.6749999999999998,0.3249999999999999,2.93,29.6,33.77
robot1,1.6749999999999998,0.5499999999999999,2.29,62.69,41.85
robot2,1.6749999999999998,0.5499999999999999,2.72,40.0,34.55
robot1,1.6749999999999998,0.7749999999999999,1.96,76.28,40.98
robot2,1.6749999999999998,0.7749999999999999,2.49,52.78,31.01
robot1,1.6749999999999998,1.0,1.81,88.53,39.68
robot2,1.6749999999999998,1.0,2.16,67.8,31.74
robot1,1.6749999999999998,1.225,1.75,90.49,42.25
robot2,1.6749999999999998,1.225,2.15,76.52,33.17
robot1,1.6749999999999998,1.45,1.68,93.47,42.74
robot2,1.6749999999999998,1.45,1.89,77.59,33.36
robot1,1.6749999999999998,1.6749999999999998,1.78,92.73,43.34
robot2,1.6749999999999998,1.6749999999999998,1.84,83.9,33.72
robot1,1.6749999999999998,1.9,1.62,96.98,43.16
robot2,1.6749999999999998,1.9,1.93,85.47,35.92
robot1,1.9,0.1,,,
robot2,1.9,0.1,,,
robot1,1.9,0.3249999999999999,2.47,41.98,42.29
robot2,1.9,0.3249999999999999,3.18,20.91,32.06
robot1,1.9,0.5499999999999999,2.14,63.95,40.39
robot2,1.9,0.5499999999999999,,,
robot1,1.9,0.7749999999999999,2.34,63.39,43.42
robot2,1.9,0.7749999999999999,2.42,55.65,33.63
robot1,1.9,1.0,2.24,70.66,43.56
robot2,1.9,1.0,2.51,65.22,33.97
robot1,1.9,1.225,2.0,80.81,41.43
robot2,1.9,1.225,2.28,65.17,31.5
robot1,1.9,1.45,1.91,86.94,42.16
robot2,1.9,1.45,2.28,62.55,50.02
robot1,1.9,1.6749999999999998,1.7,94.4,41.32
robot2,1.9,1.6749999999999998,2.07,77.13,40.41
robot1,1.9,1.9,,,
robot2,1.9,1.9,1.95,91.67,15.0
robot1,2.12,0.1,,,
robot2,2.12,0.1,,,
robot1,2.12,0.3249999999999999,2.59,43.47,44.47
robot2,2.12,0.3249999999999999,3.42,28.12,36.47
robot1,2.12,0.5499999999999999,2.45,51.37,43.63
robot2,2.12,0.5499999999999999,2.63,38.71,32.65
robot1,2.12,0.7749999999999999,2.08,68.44,43.45
robot2,2.12,0.7749999999999999,2.33,57.14,33.81
robot1,2.12,1.0,2.02,72.75,41.23
robot2,2.12,1.0,2.4,51.1,31.57
robot1,2.12,1.225,2.02,77.29,43.31
robot2,2.12,1.225,2.14,61.86,33.94
robot1,2.12,1.45,2.03,82.85,42.08
robot2,2.12,1.45,2.15,68.28,36.25
robot1,2.12,1.6749999999999998,,,
robot2,2.12,1.6749999999999998,2.35,68.97,18.54
robot1,2.12,1.9,1.7,91.76,44.03
robot2,2.12,1.9,1.83,81.82,34.94
robot1,2.345,0.1,,,
robot2,2.345,0.1,3.49,10.89,83.57
robot1,2.345,0.3249999999999999,2.87,42.94,48.29
robot2,2.345,0.3249999999999999,3.11,21.9,36.96
robot1,2.345,0.5499999999999999,2.44,51.06,44.48
robot2,2.345,0.5499999999999999,2.62,29.41,34.0
robot1,2.345,0.7749999999999999,2.08,65.42,40.02
robot2,2.345,0.7749999999999999,2.5,45.15,31.5
robot1,2.345,1.0,2.16,74.05,41.06
robot2,2.345,1.0,2.44,50.48,31.41
robot1,2.345,1.225,2.23,67.83,43.54
robot2,2.345,1.225,2.48,51.94,34.07
robot1,2.345,1.45,2.08,82.44,43.64
robot2,2.345,1.45,2.12,65.77,34.32
robot1,2.345,1.6749999999999998,2.21,84.15,42.41
robot2,2.345,1.6749999999999998,2.28,66.67,35.82
robot1,2.345,1.9,1.79,91.65,61.07
robot2,2.345,1.9,2.44,65.65,52.08
robot1,2.5700000000000003,0.1,,,
robot2,2.5700000000000003,0.1,,,
robot1,2.5700000000000003,0.3249999999999999,2.68,47.69,45.63
robot2,2.5700000000000003,0.3249999999999999,3.21,24.84,36.09
robot1,2.5700000000000003,0.5499999999999999,2.63,40.83,45.11
robot2,2.5700000000000003,0.5499999999999999,3.15,27.7,34.7
robot1,2.5700000000000003,0.7749999999999999,2.27,59.77,41.01
robot2,2.5700000000000003,0.7749999999999999,2.64,36.49,32.51
robot1,2.5700000000000003,1.0,2.28,62.54,42.41
robot2,2.5700000000000003,1.0,,,
robot1,2.5700000000000003,1.225,2.25,67.46,44.32
robot2,2.5700000000000003,1.225,2.45,55.56,34.17
robot1,2.5700000000000003,1.45,2.02,75.8,40.52
robot2,2.5700000000000003,1.45,2.41,54.29,30.91
robot1,2.5700000000000003,1.6749999999999998,1.84,82.0,44.89
robot2,2.5700000000000003,1.6749999999999998,2.31,66.53,38.96
robot1,2.5700000000000003,1.9,1.96,85.5,54.62
robot2,2.5700000000000003,1.9,,,
robot1,2.795,0.1,,,
robot2,2.795,0.1,3.97,18.52,39.18
robot1,2.795,0.3249999999999999,,,
robot2,2.795,0.3249999999999999,3.54,28.57,37.08
robot1,2.795,0.5499999999999999,2.41,48.05,40.14
robot2,2.795,0.5499999999999999,3.07,26.11,31.99
robot1,2.795,0.7749999999999999,2.14,64.76,40.09
robot2,2.795,0.7749999999999999,2.85,28.08,33.94
robot1,2.795,1.0,2.21,68.28,41.68
robot2,2.795,1.0,2.36,52.38,32.36
robot1,2.795,1.225,2.29,65.28,44.48
robot2,2.795,1.225,2.39,52.52,34.16
robot1,2.795,1.45,2.22,71.92,44.41
robot2,2.795,1.45,2.15,69.64,34.6
robot1,2.795,1.6749999999999998,2.34,67.65,59.12
robot2,2.795,1.6749999999999998,2.29,65.75,34.1
robot1,2.795,1.9,,,
robot2,2.795,1.9,,,
robot1,3.02,0.1,,,
robot2,3.02,0.1,3.54,19.82,36.72
robot1,3.02,0.3249999999999999,,,
robot2,3.02,0.3249999999999999,2.71,40.2,33.22
robot1,3.02,0.5499999999999999,2.44,48.04,44.59
robot2,3.02,0.5499999999999999,2.68,30.77,34.54
robot1,3.02,0.7749999999999999,2.24,61.89,40.35
robot2,3.02,0.7749999999999999,2.45,36.22,30.98
robot1,3.02,1.0,2.29,60.06,44.34
robot2,3.02,1.0,2.3,45.45,34.0
robot1,3.02,1.225,2.14,67.8,41.84
robot2,3.02,1.225,2.61,41.57,32.2
robot1,3.02,1.45,2.1,69.5,40.7
robot2,3.02,1.45,2.27,60.0,32.11
robot1,3.02,1.6749999999999998,2.27,75.3,45.49
robot2,3.02,1.6749999999999998,2.45,58.56,36.82
robot1,3.02,1.9,2.19,76.92,44.88
robot2,3.02,1.9,2.37,58.49,34.95
robot1,3.245,0.1,,,
robot2,3.245,0.1,,,
robot1,3.245,0.3249999999999999,3.07,40.37,49.31
robot2,3.245,0.3249999999999999,3.16,22.98,36.92
robot1,3.245,0.5499999999999999,2.65,42.34,43.27
robot2,3.245,0.5499999999999999,3.38,21.84,32.88
robot1,3.245,0.7749999999999999,2.52,46.45,44.63
robot2,3.245,0.7749999999999999,2.52,31.3,35.32
robot1,3.245,1.0,2.28,58.48,44.12
robot2,3.245,1.0,2.18,55.46,34.59
robot1,3.245,1.225,2.37,63.42,43.23
robot2,3.245,1.225,2.37,51.3,33.71
robot1,3.245,1.45,2.27,62.31,42.73
robot2,3.245,1.45,2.57,45.11,32.51
robot1,3.245,1.6749999999999998,2.19,68.71,41.2
robot2,3.245,1.6749999999999998,2.24,56.3,31.98
robot1,3.245,1.9,2.07,73.29,43.7
robot2,3.245,1.9,2.47,60.26,41.93
robot1,3.47,0.1,,,
robot2,3.47,0.1,,,
robot1,3.47,0.3249999999999999,,,
robot2,3.47,0.3249999999999999,2.96,23.74,34.3
robot1,3.47,0.5499999999999999,2.51,41.44,39.89
robot2,3.47,0.5499999999999999,3.03,31.7,33.37
robot1,3.47,0.7749999999999999,2.61,43.58,42.17
robot2,3.47,0.7749999999999999,2.69,52.38,32.77
robot1,3.47,1.0,2.32,59.5,44.06
robot2,3.47,1.0,2.09,58.04,33.93
robot1,3.47,1.225,2.42,62.08,44.38
robot2,3.47,1.225,2.56,49.12,33.81
robot1,3.47,1.45,2.11,75.0,40.7
robot2,3.47,1.45,2.56,47.83,31.85
robot1,3.47,1.6749999999999998,2.19,69.21,44.75
robot2,3.47,1.6749999999999998,2.32,57.14,35.44
robot1,3.47,1.9,2.28,73.18,46.34
robot2,3.47,1.9,2.47,52.66,34.58
robot1,3.695,0.1,,,
robot2,3.695,0.1,3.59,20.0,39.02
robot1,3.695,0.3249999999999999,2.7,42.69,42.42
robot2,3.695,0.3249999999999999,3.33,15.21,33.65
robot1,3.695,0.5499999999999999,2.87,37.13,43.95
robot2,3.695,0.5499999999999999,3.11,14.93,32.2
robot1,3.695,0.7749999999999999,2.68,44.21,43.56
robot2,3.695,0.7749999999999999,3.0,25.41,31.52
robot1,3.695,1.0,2.22,57.74,41.12
robot2,3.695,1.0,2.38,48.2,31.71
robot1,3.695,1.225,2.12,67.48,40.79
robot2,3.695,1.225,2.54,42.08,30.93
robot1,3.695,1.45,2.1,66.87,41.63
robot2,3.695,1.45,,,
robot1,3.695,1.6749999999999998,2.18,66.86,42.15
robot2,3.695,1.6749999999999998,2.37,59.17,37.96
robot1,3.695,1.9,2.4,67.34,42.56
robot2,3.695,1.9,2.48,56.32,32.88
robot1,3.92,0.1,,,
robot2,3.92,0.1,,,
robot1,3.92,0.3249999999999999,,,
robot2,3.92,0.3249999999999999,2.63,21.71,36.03
robot1,3.92,0.5499999999999999,2.84,39.39,45.19
robot2,3.92,0.5499999999999999,3.02,27.27,34.3
robot1,3.92,0.7749999999999999,2.46,45.82,40.96
robot2,3.92,0.7749999999999999,2.57,44.06,32.81
robot1,3.92,1.0,2.3,57.53,41.44
robot2,3.92,1.0,2.85,32.16,33.11
robot1,3.92,1.225,2.38,58.7,40.86
robot2,3.92,1.225,2.76,36.02,34.6
robot1,3.92,1.45,2.46,62.83,44.69
robot2,3.92,1.45,2.52,34.86,34.36
robot1,3.92,1.6749999999999998,2.26,65.14,41.35
robot2,3.92,1.6749999999999998,2.54,45.18,31.94
robot1,3.92,1.9,,,
robot2,3.92,1.9,,,
robot1,0.1,2.12,1.55,91.52,44.28
robot2,0.1,2.12,1.78,83.33,34.63
robot1,0.1,2.345,1.55,92.15,45.16
robot2,0.1,2.345,1.79,85.04,35.67
robot1,0.1,2.5700000000000003,1.53,91.69,47.87
robot2,0.1,2.5700000000000003,1.86,84.54,38.04
robot1,0.1,2.795,1.51,91.69,47.94
robot2,0.1,2.795,1.81,82.42,38.14
robot1,0.1,3.02,1.52,92.54,44.7
robot2,0.1,3.02,,,
robot1,0.1,3.245,1.5,89.45,44.18
robot2,0.1,3.245,,,
robot1,0.1,3.47,1.5,90.95,45.1
robot2,0.1,3.47,1.74,89.63,35.19
robot1,0.1,3.695,1.5,91.75,44.3
robot2,0.1,3.695,,,
robot1,0.1,3.92,1.52,93.35,45.12
robot2,0.1,3.92,,,
robot1,0.3249999999999999,2.12,1.57,93.26,43.23
robot2,0.3249999999999999,2.12,1.79,86.76,33.73
robot1,0.3249999999999999,2.345,1.54,92.82,46.29
robot2,0.3249999999999999,2.345,1.88,77.88,36.74
robot1,0.3249999999999999,2.5700000000000003,1.56,94.25,44.1
robot2,0.3249999999999999,2.5700000000000003,,,
robot1,0.3249999999999999,2.795,1.54,92.73,43.93
robot2,0.3249999999999999,2.795,,,
robot1,0.3249999999999999,3.02,1.55,94.5,47.92
robot2,0.3249999999999999,3.02,1.83,87.0,38.11
robot1,0.3249999999999999,3.245,1.53,91.02,48.24
robot2,0.3249999999999999,3.245,1.91,80.41,38.33
robot1,0.3249999999999999,3.47,1.52,92.31,48.86
robot2,0.3249999999999999,3.47,1.53,82.28,38.93
robot1,0.3249999999999999,3.695,1.52,92.8,44.5
robot2,0.3249999999999999,3.695,,,
robot1,0.3249999999999999,3.92,1.49,90.59,48.57
robot2,0.3249999999999999,3.92,1.9,84.21,38.65
robot1,0.5499999999999999,2.12,1.59,92.99,42.95
robot2,0.5499999999999999,2.12,1.89,88.41,33.44
robot1,0.5499999999999999,2.345,1.58,94.3,43.09
robot2,0.5499999999999999,2.345,1.83,87.59,33.45
robot1,0.5499999999999999,2.5700000000000003,1.58,92.31,45.99
robot2,0.5499999999999999,2.5700000000000003,1.94,86.09,36.29
robot1,0.5499999999999999,2.795,1.58,91.88,44.34
robot2,0.5499999999999999,2.795,1.78,90.0,34.38
robot1,0.5499999999999999,3.02,1.54,90.45,47.58
robot2,0.5499999999999999,3.02,1.52,78.48,37.76
robot1,0.5499999999999999,3.245,1.55,92.27,45.33
robot2,0.5499999999999999,3.245,1.76,85.71,35.36
robot1,0.5499999999999999,3.47,1.54,93.52,45.6
robot2,0.5499999999999999,3.47,1.59,92.41,35.75
robot1,0.5499999999999999,3.695,1.54,92.87,46.1
robot2,0.5499999999999999,3.695,1.59,91.2,36.03
robot1,0.5499999999999999,3.92,1.51,91.87,44.8
robot2,0.5499999999999999,3.92,,,
robot1,0.7749999999999999,2.12,,,
robot2,0.7749999999999999,2.12,1.93,69.09,16.74
robot1,0.7749999999999999,2.345,1.58,95.3,45.53
robot2,0.7749999999999999,2.345,1.96,84.26,35.98
robot1,0.7749999999999999,2.5700000000000003,1.59,94.32,45.72
robot2,0.7749999999999999,2.5700000000000003,1.89,84.82,36.08
robot1,0.7749999999999999,2.795,1.58,95.63,46.23
robot2,0.7749999999999999,2.795,1.58,84.38,36.41
robot1,0.7749999999999999,3.02,1.58,93.95,44.62
robot2,0.7749999999999999,3.02,1.86,86.92,35.04
robot1,0.7749999999999999,3.245,1.56,93.95,47.47
robot2,0.7749999999999999,3.245,1.84,87.59,37.72
robot1,0.7749999999999999,3.47,1.57,91.83,48.43
robot2,0.7749999999999999,3.47,1.59,89.16,38.54
robot1,0.7749999999999999,3.695,1.54,93.3,48.59
robot2,0.7749999999999999,3.695,1.9,80.23,38.65
robot1,0.7749999999999999,3.92,1.53,92.06,49.34
robot2,0.7749999999999999,3.92,1.56,83.33,39.35
robot1,1.0,2.12,1.57,94.4,41.99
robot2,1.0,2.12,1.8,88.08,32.39
robot1,1.0,2.345,1.57,95.01,43.03
robot2,1.0,2.345,1.8,86.73,33.28
robot1,1.0,2.5700000000000003,1.57,94.49,45.33
robot2,1.0,2.5700000000000003,1.63,90.38,35.82
robot1,1.0,2.795,1.56,94.23,43.27
robot2,1.0,2.795,1.8,89.74,33.26
robot1,1.0,3.02,1.56,92.69,45.92
robot2,1.0,3.02,1.57,89.52,36.2
robot1,1.0,3.245,1.57,93.64,46.31
robot2,1.0,3.245,2.0,82.3,36.62
robot1,1.0,3.47,1.56,93.38,44.42
robot2,1.0,3.47,1.81,86.08,34.45
robot1,1.0,3.695,1.55,91.83,48.16
robot2,1.0,3.695,1.57,83.75,38.22
robot1,1.0,3.92,1.54,91.67,46.29
robot2,1.0,3.92,1.58,92.07,36.24
robot1,1.225,2.12,1.58,95.36,43.35
robot2,1.225,2.12,1.98,86.38,42.87
robot1,1.225,2.345,1.57,96.59,45.11
robot2,1.225,2.345,2.07,83.06,35.62
robot1,1.225,2.5700000000000003,1.56,95.01,42.73
robot2,1.225,2.5700000000000003,1.88,88.31,33.14
robot1,1.225,2.795,1.58,95.82,46.28
robot2,1.225,2.795,1.96,87.34,36.48
robot1,1.225,3.02,1.59,96.16,46.37
robot2,1.225,3.02,1.94,86.21,36.43
robot1,1.225,3.245,1.56,95.36,46.26
robot2,1.225,3.245,1.92,82.76,36.25
robot1,1.225,3.47,1.56,95.34,46.79
robot2,1.225,3.47,1.94,83.9,36.87
robot1,1.225,3.695,1.55,94.13,46.61
robot2,1.225,3.695,1.96,82.41,36.87
robot1,1.225,3.92,1.56,93.67,44.65
robot2,1.225,3.92,1.85,86.59,34.66
robot1,1.45,2.12,1.59,96.08,43.55
robot2,1.45,2.12,1.65,92.79,34.16
robot1,1.45,2.345,1.6,96.68,44.27
robot2,1.45,2.345,2.24,76.19,34.63
robot1,1.45,2.5700000000000003,,,
robot2,1.45,2.5700000000000003,2.67,56.9,15.0
robot1,1.45,2.795,,,
robot2,1.45,2.795,1.82,73.08,15.0
robot1,1.45,3.02,1.57,94.79,45.54
robot2,1.45,3.02,1.98,84.48,35.89
robot1,1.45,3.245,1.57,95.6,46.2
robot2,1.45,3.245,2.05,79.82,36.56
robot1,1.45,3.47,1.56,94.34,45.79
robot2,1.45,3.47,1.91,83.33,35.99
robot1,1.45,3.695,1.56,94.83,43.85
robot2,1.45,3.695,1.63,89.42,33.97
robot1,1.45,3.92,,,
robot2,1.45,3.92,2.46,64.29,16.01
robot1,1.6749999999999998,2.12,,,
robot2,1.6749999999999998,2.12,3.41,49.21,15.94
robot1,1.6749999999999998,2.345,1.68,92.05,43.03
robot2,1.6749999999999998,2.345,1.98,83.48,33.15
robot1,1.6749999999999998,2.5700000000000003,,,
robot2,1.6749999999999998,2.5700000000000003,2.93,54.39,15.0
robot1,1.6749999999999998,2.795,1.58,97.04,42.37
robot2,1.6749999999999998,2.795,1.93,83.83,32.48
robot1,1.6749999999999998,3.02,1.58,96.32,45.2
robot2,1.6749999999999998,3.02,1.94,84.13,35.49
robot1,1.6749999999999998,3.245,1.56,95.48,43.34
robot2,1.6749999999999998,3.245,1.66,91.01,33.33
robot1,1.6749999999999998,3.47,1.58,94.83,45.72
robot2,1.6749999999999998,3.47,1.98,85.94,35.95
robot1,1.6749999999999998,3.695,1.58,95.62,44.36
robot2,1.6749999999999998,3.695,1.89,85.76,46.86
robot1,1.6749999999999998,3.92,1.57,95.4,44.18
robot2,1.6749999999999998,3.92,1.72,85.07,34.31
robot1,1.9,2.12,1.68,93.22,44.59
robot2,1.9,2.12,2.3,72.11,70.67
robot1,1.9,2.345,1.75,91.51,42.43
robot2,1.9,2.345,1.85,91.34,34.6
robot1,1.9,2.5700000000000003,,,
robot2,1.9,2.5700000000000003,2.9,50.0,17.1
robot1,1.9,2.795,1.6,96.4,44.48
robot2,1.9,2.795,1.79,87.64,39.45
robot1,1.9,3.02,1.59,96.72,40.67
robot2,1.9,3.02,3.2,52.24,16.23
robot1,1.9,3.245,1.58,96.19,42.72
robot2,1.9,3.245,1.69,90.34,33.17
robot1,1.9,3.47,1.6,90.98,46.31
robot2,1.9,3.47,1.63,87.88,36.64
robot1,1.9,3.695,1.57,95.87,43.59
robot2,1.9,3.695,1.66,90.72,33.72
robot1,1.9,3.92,,,
robot2,1.9,3.92,2.94,55.22,15.36
